id_hecho,n_victimas,fecha,franja_horaria,direccion_normalizada,comuna,longitud,latitud,victima,acusado,rol,sexo,edad,gravedad,dia_semana
2018-0140,1,2018-12-22,8.0,LANTERI JULIETA 1400,1,-58.36004650,-34.61381341,AUTO,AUTO,CONDUCTOR,masculino,78.0,fatal,Saturday
2018-0141,1,2018-12-22,17.0,MAZA e INDEPENDENCIA AV.,5,-58.41509546,-34.62085945,PEATON,MOTO,PEATON,masculino,75.0,fatal,Saturday
2018-0142,1,2018-12-25,13.0,"PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,CARGAS,PASAJEROS,PASAJERO_ACOMPAÑANTE,masculino,32.0,fatal,Tuesday
2018-0143,1,2018-12-29,5.0,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818,MOTO,AUTO,CONDUCTOR,masculino,22.0,fatal,Saturday
2019-0001,1,2019-01-08,8.0,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,MOTO,CARGAS,CONDUCTOR,masculino,25.0,fatal,Tuesday
2019-0002,1,2019-01-09,4.0,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,AUTO,CARGAS,CONDUCTOR,masculino,32.0,fatal,Wednesday
2019-0003,1,2019-01-12,8.0,SAN MARTIN AV. y TERRADA,15,-58.49121672,-34.59718073,MOTO,AUTO,CONDUCTOR,masculino,23.0,fatal,Saturday
2019-0004,1,2019-01-14,19.0,"PERON, EVA AV. y MEDINA",9,-58.47325712,-34.65284605,AUTO,PASAJEROS,CONDUCTOR,masculino,71.0,fatal,Monday
2019-0005,1,2019-01-19,12.0,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,MOTO,CARGAS,CONDUCTOR,masculino,43.0,fatal,Saturday
2019-0006,1,2019-01-23,5.0,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14,-58.41652702,-34.55509606,PEATON,AUTO,PEATON,femenino,12.0,fatal,Wednesday
2019-0007,1,2019-01-26,19.0,"MITRE, BARTOLOME y YATAY",5,-58.42891604,-34.61071660,MOTO,AUTO,CONDUCTOR,masculino,35.0,fatal,Saturday
2019-0008,1,2019-01-30,22.0,"PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,MOTO,MULTIPLE,CONDUCTOR,masculino,42.0,fatal,Wednesday
2019-0009,1,2019-01-31,14.0,CHACABUCO y SAN JUAN AV.,1,-58.37564821,-34.62200207,MOTO,AUTO,CONDUCTOR,masculino,34.0,fatal,Thursday
2019-0010,2,2019-02-02,7.0,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON,AUTO,PEATON,masculino,,fatal,Saturday
2019-0010,2,2019-02-02,7.0,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON,AUTO,PEATON,masculino,59.0,fatal,Saturday
2019-0011,1,2019-02-10,1.0,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.51839930,-34.66252488,PEATON,AUTO,PEATON,masculino,,fatal,Sunday
2019-0012,1,2019-02-17,3.0,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,MOTO,AUTO,CONDUCTOR,masculino,31.0,fatal,Sunday
2019-0013,1,2019-02-20,7.0,SALVIGNY y MOM,7,-58.43383830,-34.64457699,PEATON,AUTO,PEATON,masculino,39.0,fatal,Wednesday
2019-0014,1,2019-02-20,17.0,"LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,MOTO,OBJETO FIJO,CONDUCTOR,masculino,69.0,fatal,Wednesday
2019-0015,1,2019-02-23,6.0,SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,AUTO,OBJETO FIJO,CONDUCTOR,masculino,21.0,fatal,Saturday
2019-0016,1,2019-02-24,2.0,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,MOTO,PASAJEROS,CONDUCTOR,masculino,40.0,fatal,Sunday
2019-0017,1,2019-03-03,7.0,MEXICO y PICHINCHA,3,-58.39914719,-34.61632317,AUTO,PASAJEROS,CONDUCTOR,masculino,22.0,fatal,Sunday
2019-0018,1,2019-03-03,23.0,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,PEATON,AUTO,PEATON,femenino,29.0,fatal,Sunday
2019-0019,1,2019-03-06,12.0,DEL LIBERTADOR AV. 6326,13,-58.45049163,-34.55374003,MOTO,AUTO,CONDUCTOR,masculino,,fatal,Wednesday
2019-0020,1,2019-03-07,21.0,CHICLANA AV. 3444,5,-58.41288952,-34.63572989,MOTO,AUTO,CONDUCTOR,masculino,43.0,fatal,Thursday
2019-0021,1,2019-03-15,22.0,BOYACA AV. y YERBAL,7,-58.45743597,-34.62561234,MOTO,AUTO,CONDUCTOR,masculino,23.0,fatal,Friday
2019-0022,1,2019-03-15,0.0,ENTRE RIOS AV. 1260,1,-58.39123782,-34.62352245,AUTO,,PASAJERO_ACOMPAÑANTE,masculino,,fatal,Friday
2019-0023,1,2019-03-16,8.0,"PAZ, GRAL. AV. y JACQUES, AMADEO",9,-58.52922765,-34.63637963,AUTO,OBJETO FIJO,CONDUCTOR,masculino,34.0,fatal,Saturday
2019-0024,1,2019-03-19,7.0,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,MOTO,CARGAS,CONDUCTOR,masculino,32.0,fatal,Tuesday
2019-0025,1,2019-03-22,13.0,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5,-58.41458534,-34.60937557,PEATON,AUTO,PEATON,masculino,27.0,fatal,Friday
2019-0026,1,2019-03-28,7.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,PEATON,PASAJEROS,PEATON,masculino,,fatal,Thursday
2019-0027,1,2019-03-28,11.0,SANTA FE AV. y AZCUENAGA,2,-58.39990285,-34.59511714,BICICLETA,MULTIPLE,CICLISTA,masculino,37.0,fatal,Thursday
2019-0028,1,2019-04-06,9.0,"JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11,-58.46051346,-34.60588536,PEATON,PASAJEROS,PEATON,femenino,,fatal,Saturday
2019-0029,1,2019-04-07,10.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,MOTO,OBJETO FIJO,CONDUCTOR,masculino,27.0,fatal,Sunday
2019-0030,1,2019-04-09,16.0,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,-58.45457546,-34.62447891,MOTO,CARGAS,CONDUCTOR,masculino,25.0,fatal,Tuesday
2019-0031,1,2019-04-12,19.0,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA,CARGAS,CICLISTA,masculino,20.0,fatal,Friday
2019-0032,1,2019-04-16,11.0,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.60443790,PEATON,AUTO,PEATON,femenino,83.0,fatal,Tuesday
2019-0033,1,2019-04-18,1.0,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1,-58.36607137,-34.62150748,MOTO,,CONDUCTOR,masculino,25.0,fatal,Thursday
2019-0034,1,2019-04-21,9.0,"MORENO, PERITO AV. 3050",7,-58.45537373,-34.65093074,MOTO,OBJETO FIJO,CONDUCTOR,masculino,,fatal,Sunday
2019-0035,1,2019-04-23,14.0,SUIPACHA 665,1,-58.37942637,-34.60053054,PEATON,BICICLETA,PEATON,femenino,75.0,fatal,Tuesday
2019-0036,1,2019-04-26,22.0,RIGLOS y FORMOSA,6,-58.43680440,-34.62147504,MOTO,AUTO,CONDUCTOR,masculino,34.0,fatal,Friday
2019-0037,1,2019-05-01,23.0,LA RIOJA e INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,MOTO,AUTO,CONDUCTOR,masculino,17.0,fatal,Wednesday
2019-0038,1,2019-05-04,14.0,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,PEATON,MOTO,PEATON,femenino,42.0,fatal,Saturday
2019-0039,1,2019-05-09,3.0,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,MOTO,AUTO,CONDUCTOR,masculino,28.0,fatal,Thursday
2019-0040,1,2019-05-09,12.0,PUAN y SANTANDER,7,-58.44263580,-34.63679732,MOTO,,CONDUCTOR,masculino,44.0,fatal,Thursday
2019-0041,1,2019-05-11,20.0,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9,-58.51140289,-34.65846419,AUTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,femenino,78.0,fatal,Saturday
2019-0042,1,2019-05-14,15.0,LIMA y CONSTITUCION,1,-58.38211431,-34.62465368,PEATON,PASAJEROS,PEATON,masculino,39.0,fatal,Tuesday
2019-0043,1,2019-05-21,9.0,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA,CARGAS,CICLISTA,femenino,,fatal,Tuesday
2019-0044,1,2019-05-27,12.0,BOEDO AV. 650,5,-58.41635217,-34.62036547,PEATON,MOTO,PEATON,femenino,77.0,fatal,Monday
2019-0045,1,2019-06-03,7.0,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,MOTO,CARGAS,CONDUCTOR,masculino,33.0,fatal,Monday
2019-0046,1,2019-06-04,9.0,"PAZ, GRAL. AV. y CABILDO AV.",13,-58.47617802,-34.53825652,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,femenino,26.0,fatal,Tuesday
2019-0047,1,2019-06-06,10.0,CASEROS AV. 1700,4,-58.38641783,-34.63330028,PEATON,CARGAS,PEATON,masculino,76.0,fatal,Thursday
2019-0048,1,2019-06-07,7.0,AVELLANEDA AV. 1548,6,-58.45322169,-34.62038137,MOTO,CARGAS,CONDUCTOR,masculino,32.0,fatal,Friday
2019-0049,1,2019-06-08,9.0,CIUDAD DE LA PAZ y MENDOZA,13,-58.45849057,-34.56166498,PEATON,CARGAS,PEATON,femenino,72.0,fatal,Saturday
2019-0050,1,2019-06-08,23.0,"SALGUERO, JERONIMO y HONDURAS AV.",14,-58.41829559,-34.59411677,MOTO,CARGAS,CONDUCTOR,masculino,21.0,fatal,Saturday
2019-0051,1,2019-06-11,10.0,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,-58.36376488,-34.63832093,MOTO,AUTO,CONDUCTOR,masculino,41.0,fatal,Tuesday
2019-0053,1,2019-06-14,17.0,ASTURIAS AV. y CASTAÃ‘ARES AV.,8,-58.46442668,-34.66004784,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,masculino,49.0,fatal,Friday
2019-0054,1,2019-06-20,3.0,GANDARA 2976,15,-58.48222035,-34.58428769,MOTO,OBJETO FIJO,CONDUCTOR,masculino,21.0,fatal,Thursday
2019-0055,1,2019-06-20,19.0,"GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208,MOTO,PASAJEROS,CONDUCTOR,masculino,47.0,fatal,Thursday
2019-0056,1,2019-06-29,17.0,BOYACA AV. 305,7,-58.45877601,-34.62330939,PEATON,AUTO,PEATON,femenino,75.0,fatal,Saturday
2019-0057,1,2019-07-05,19.0,ARTILLEROS y LA PAMPA,13,-58.44196498,-34.55760517,PEATON,AUTO,PEATON,femenino,63.0,fatal,Friday
2019-0058,1,2019-07-10,9.0,AUTOPISTA PERITO MORENO e IRIGOYEN,10,-58.50622631,-34.63627822,MOTO,PASAJEROS,CONDUCTOR,masculino,39.0,fatal,Wednesday
2019-0059,1,2019-07-13,22.0,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1,-58.38410880,-34.63099197,MOTO,PASAJEROS,CONDUCTOR,masculino,30.0,fatal,Saturday
2019-0060,1,2019-07-17,11.0,"ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10,-58.48100602,-34.63504312,PEATON,AUTO,PEATON,femenino,78.0,fatal,Wednesday
2019-0061,1,2019-07-17,18.0,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13,-58.45200171,-34.55781320,PEATON,PASAJEROS,PEATON,femenino,58.0,fatal,Wednesday
2019-0062,1,2019-08-01,23.0,"PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105,PEATON,PASAJEROS,PEATON,femenino,60.0,fatal,Thursday
2019-0063,1,2019-08-04,1.0,FOREST AV. y MAURE,15,-58.45220688,-34.58711712,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,masculino,,fatal,Sunday
2019-0064,1,2019-08-06,3.0,BOYACA AV. y AVELLANEDA AV.,7,-58.45962210,-34.62245140,MOTO,AUTO,CONDUCTOR,masculino,20.0,fatal,Tuesday
2019-0065,1,2019-08-08,16.0,BARCO CENTENERA DEL y TILCARA,4,-58.41970850,-34.65414867,PEATON,PASAJEROS,PEATON,femenino,55.0,fatal,Thursday
2019-0066,1,2019-08-11,21.0,RIESTRA AV. y BOLIVAR (NO OFICIAL),7,-58.44187596,-34.64938031,PEATON,AUTO,PEATON,masculino,40.0,fatal,Sunday
2019-0067,1,2019-08-14,15.0,"CASTRO, EMILIO 4706",10,-58.49101637,-34.64276621,MOTO,CARGAS,CONDUCTOR,masculino,35.0,fatal,Wednesday
2019-0068,1,2019-08-14,17.0,27 DE FEBRERO AV. 5600,8,-58.42493829,-34.66256502,MOTO,MOTO,CONDUCTOR,masculino,53.0,fatal,Wednesday
2019-0069,1,2019-08-17,5.0,"GARAY, JUAN DE AV. 2874",4,-58.40489318,-34.62930162,MOTO,AUTO,CONDUCTOR,masculino,43.0,fatal,Saturday
2019-0070,1,2019-08-22,12.0,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",14,-58.42686680,-34.59217875,MOTO,BICICLETA,CONDUCTOR,masculino,25.0,fatal,Thursday
2019-0071,1,2019-08-27,11.0,PRIMERA JUNTA y OLIVERA AV.,9,-58.47961100,-34.65620398,PEATON,CARGAS,PEATON,masculino,,fatal,Tuesday
2019-0072,1,2019-08-28,6.0,"ALBERDI, JUAN BAUTISTA AV. y AZUL",10,-58.47439934,-34.63524207,AUTO,AUTO,CONDUCTOR,masculino,22.0,fatal,Wednesday
2019-0073,1,2019-08-29,1.0,ALVAREZ THOMAS AV. 1788,15,-58.46711912,-34.57926018,AUTO,OBJETO FIJO,CONDUCTOR,masculino,29.0,fatal,Thursday
2019-0074,1,2019-08-29,9.0,"LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13,-58.46514781,-34.53465378,MOTO,CARGAS,CONDUCTOR,masculino,35.0,fatal,Thursday
2019-0075,1,2019-08-30,23.0,SAN ANTONIO y LUJAN,4,-58.37571078,-34.65584079,MOTO,PASAJEROS,CONDUCTOR,masculino,31.0,fatal,Friday
2019-0076,1,2019-09-05,18.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,MOTO,CARGAS,CONDUCTOR,femenino,29.0,fatal,Thursday
2019-0077,1,2019-09-08,3.0,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",14,-58.39811256,-34.58070186,PEATON,AUTO,PEATON,femenino,28.0,fatal,Sunday
2019-0078,1,2019-09-12,8.0,"EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4,-58.41125934,-34.65417740,PEATON,CARGAS,PEATON,femenino,72.0,fatal,Thursday
2019-0079,1,2019-09-17,5.0,AGRELO y COLOMBRES,5,-58.41822901,-34.61866836,MOTO,PASAJEROS,CONDUCTOR,masculino,57.0,fatal,Tuesday
2019-0080,1,2019-09-17,18.0,"CABILDO AV. y PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,PEATON,MOTO,PEATON,masculino,76.0,fatal,Tuesday
2019-0081,1,2019-09-23,16.0,ELCANO AV. 4300,15,-58.46141281,-34.58623761,PEATON,PASAJEROS,PEATON,masculino,67.0,fatal,Monday
2019-0082,1,2019-09-25,7.0,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",8,-58.42985146,-34.66119740,BICICLETA,CARGAS,CICLISTA,masculino,47.0,fatal,Wednesday
2019-0083,1,2019-09-26,8.0,MONTE y CORVALAN,9,-58.48457413,-34.65839090,AUTO,AUTO,CONDUCTOR,masculino,73.0,fatal,Thursday
2019-0084,1,2019-09-27,11.0,TANDIL y LAFUENTE,7,-58.46572884,-34.63628186,BICICLETA,CARGAS,CICLISTA,femenino,40.0,fatal,Friday
2019-0085,1,2019-10-09,22.0,CARDOSO y BACACAY,10,-58.49261744,-34.63419130,BICICLETA,TREN,CICLISTA,masculino,20.0,fatal,Wednesday
2019-0086,1,2019-10-15,14.0,CORRIENTES AV. 6700,15,-58.45283186,-34.58841560,MOTO,PASAJEROS,CONDUCTOR,masculino,29.0,fatal,Tuesday
2019-0087,1,2019-10-21,21.0,ALVAREZ THOMAS AV. y MENDOZA,12,-58.47973681,-34.57418656,MOTO,MOTO,CONDUCTOR,masculino,41.0,fatal,Monday
2019-0088,1,2019-10-22,20.0,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON,PASAJEROS,PEATON,masculino,27.0,fatal,Tuesday
2019-0089,1,2019-10-23,15.0,"BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887,PEATON,CARGAS,PEATON,femenino,92.0,fatal,Wednesday
2019-0090,1,2019-10-24,18.0,"ALBERDI, JUAN BAUTISTA AV. 5455",9,-58.49962423,-34.64868027,PEATON,MOTO,PEATON,masculino,67.0,fatal,Thursday
2019-0091,1,2019-11-01,20.0,"JUSTO, JUAN B. AV. y CAMARGO",15,-58.44551437,-34.59559816,PEATON,PASAJEROS,PEATON,masculino,35.0,fatal,Friday
2019-0092,1,2019-11-03,10.0,"BRIN, MINISTRO y SUAREZ",4,-58.35608181,-34.63420319,PEATON,PASAJEROS,PEATON,masculino,37.0,fatal,Sunday
2019-0093,1,2019-11-13,11.0,"NIZA y JUSTO, JUAN B. AV.",11,-58.46483679,-34.60907662,BICICLETA,OTRO,CICLISTA,masculino,16.0,fatal,Wednesday
2019-0094,1,2019-11-18,14.0,CAMARGO y SERRANO,15,-58.44368628,-34.59724326,MOTO,OTRO,PASAJERO_ACOMPAÑANTE,femenino,,fatal,Monday
2019-0095,1,2019-11-20,15.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.37864583,-34.62907067,MOTO,CARGAS,CONDUCTOR,masculino,,fatal,Wednesday
2019-0096,1,2019-11-22,19.0,CASEROS AV. y PIEDRAS,1,-58.37560352,-34.62726382,PEATON,PASAJEROS,PEATON,masculino,73.0,fatal,Friday
2019-0097,1,2019-11-25,8.0,AUTOPISTA PERITO MORENO KM. 5.6,9,-58.47721439,-34.64815069,MOTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,femenino,23.0,fatal,Monday
2019-0098,1,2019-11-25,14.0,GUZMAN 365,15,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,femenino,61.0,fatal,Monday
2019-0100,1,2019-12-05,17.0,DE LOS CONSTITUYENTES AV. 4300,12,-58.49040794,-34.58368803,MOTO,AUTO,CONDUCTOR,masculino,38.0,fatal,Thursday
2019-0101,1,2019-12-17,4.0,"MORENO, PERITO AV. y TILCARA AV.",4,-58.42102679,-34.64991178,MOTO,MOTO,CONDUCTOR,masculino,25.0,fatal,Tuesday
2019-0102,1,2019-12-17,14.0,"IBARROLA y GORDILLO, TIMOTEO",9,-58.52219407,-34.64143926,MOTO,AUTO,CONDUCTOR,masculino,18.0,fatal,Tuesday
2019-0103,1,2019-12-18,0.0,"PAZ, GRAL. AV. y GRIVEO",11,-58.52169422,-34.59471640,MOTO,MOTO,CONDUCTOR,masculino,24.0,fatal,Wednesday
2019-0104,1,2019-12-21,4.0,RIVADAVIA AV. y PERGAMINO,10,-58.47460416,-34.63206174,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,femenino,23.0,fatal,Saturday
2019-0105,1,2019-05-05,11.0,SANTO TOME y SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON,AUTO,PEATON,femenino,82.0,fatal,Sunday
2020-0001,1,2020-01-04,10.0,URIARTE y LOYOLA,15,-58.43910409,-34.59213355,PEATON,AUTO,PEATON,femenino,87.0,fatal,Saturday
2020-0002,1,2020-01-05,20.0,SARAZA y VARELA AV.,7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO,CONDUCTOR,masculino,36.0,fatal,Sunday
2020-0003,1,2020-01-11,6.0,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON,AUTO,PEATON,masculino,44.0,fatal,Saturday
2020-0004,1,2020-01-14,21.0,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON,PASAJEROS,PEATON,masculino,82.0,fatal,Tuesday
2020-0005,1,2020-01-14,6.0,24 DE NOVIEMBRE y SAN JUAN AV.,3,-58.41036975,-34.62477021,MOTO,PASAJEROS,CONDUCTOR,masculino,25.0,fatal,Tuesday
2020-0006,1,2020-01-20,12.0,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,MOTO,CARGAS,CONDUCTOR,masculino,23.0,fatal,Monday
2020-0007,1,2020-01-27,0.0,CHILE y LIMA,1,-58.38156850,-34.61648696,PEATON,MOTO,PEATON,masculino,52.0,fatal,Monday
2020-0008,1,2020-01-30,7.0,"CORDOBA AV. y JAURES, JEAN",2,-58.40662899,-34.59804521,MOTO,CARGAS,CONDUCTOR,masculino,49.0,fatal,Thursday
2020-0009,1,2020-02-04,14.0,"PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,-58.41985649,-34.60600850,PEATON,AUTO,PEATON,masculino,48.0,fatal,Tuesday
2020-0010,1,2020-02-08,5.0,9 DE JULIO AV. y SAN JUAN AV.,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO,CONDUCTOR,masculino,,fatal,Saturday
2020-0011,1,2020-02-12,11.0,COLOMBRES 466,5,-58.41803309,-34.61823178,MOTO,CARGAS,CONDUCTOR,masculino,31.0,fatal,Wednesday
2020-0012,1,2020-02-18,21.0,MEXICO 2860,3,-58.40604003,-34.61783553,PEATON,MOTO,PEATON,femenino,66.0,fatal,Tuesday
2020-0013,1,2020-02-20,12.0,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON,MOTO,PEATON,femenino,58.0,fatal,Thursday
2020-0014,1,2020-02-27,2.0,BERMUDEZ y NOGOYA,11,-58.51398484,-34.61600366,MOTO,PASAJEROS,CONDUCTOR,masculino,,fatal,Thursday
2020-0015,1,2020-02-28,14.0,BRASIL AV. y PASEO COLON AV.,1,-58.36797542,-34.62519403,MOTO,PASAJEROS,CONDUCTOR,masculino,29.0,fatal,Friday
2020-0016,1,2020-02-29,13.0,"ALEM, LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PEATON,PASAJEROS,PEATON,masculino,68.0,fatal,Saturday
2020-0017,1,2020-03-05,23.0,BELGRANO AV. y RINCON,3,-58.39613805,-34.61413568,PEATON,AUTO,PEATON,masculino,,fatal,Thursday
2020-0018,1,2020-03-09,14.0,"UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO,CONDUCTOR,masculino,31.0,fatal,Monday
2020-0019,1,2020-03-10,21.0,CONSTITUCION y CASTRO,5,-58.41972364,-34.62846670,PEATON,AUTO,PEATON,femenino,80.0,fatal,Tuesday
2020-0020,1,2020-03-13,17.0,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON,MOTO,PEATON,femenino,74.0,fatal,Friday
2020-0021,1,2020-03-14,16.0,"BRAVO, MARIO 1279",2,-58.41451590,-34.59488319,PEATON,AUTO,PEATON,femenino,87.0,fatal,Saturday
2020-0022,1,2020-04-07,6.0,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,AUTO,CARGAS,PASAJERO_ACOMPAÑANTE,masculino,44.0,fatal,Tuesday
2020-0023,1,2020-04-09,18.0,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO,CARGAS,CONDUCTOR,masculino,44.0,fatal,Thursday
2020-0024,1,2020-04-24,7.0,MURGUIONDO 1339,9,-58.50801713,-34.65177305,AUTO,AUTO,CONDUCTOR,masculino,53.0,fatal,Friday
2020-0025,1,2020-05-12,5.0,RIVADAVIA AV. 2551,3,-58.40258477,-34.60975108,PEATON,AUTO,PEATON,masculino,,fatal,Tuesday
2020-0026,1,2020-05-17,6.0,"Avenida Presidente Figueroa Alcorta, Palermo",14,-58.42260225,-34.56403694,MOTO,OBJETO FIJO,CONDUCTOR,masculino,28.0,fatal,Sunday
2020-0027,1,2020-05-18,8.0,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,-58.48267426,-34.68454456,PEATON,CARGAS,PEATON,masculino,76.0,fatal,Monday
2020-0028,1,2020-05-19,10.0,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,-58.44248936,-34.60221948,PEATON,PASAJEROS,PEATON,masculino,91.0,fatal,Tuesday
2020-0029,1,2020-06-10,14.0,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON,PASAJEROS,PEATON,masculino,80.0,fatal,Wednesday
2020-0030,1,2020-06-16,15.0,SAN MARTIN AV. 1550,6,-58.45158942,-34.60646580,MOTO,MULTIPLE,CONDUCTOR,masculino,40.0,fatal,Tuesday
2020-0031,1,2020-06-30,8.0,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,MOTO,CARGAS,CONDUCTOR,masculino,29.0,fatal,Tuesday
2020-0032,1,2020-07-10,23.0,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,MOTO,AUTO,CONDUCTOR,masculino,21.0,fatal,Friday
2020-0033,1,2020-07-19,6.0,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO,CONDUCTOR,masculino,32.0,fatal,Sunday
2020-0034,1,2020-08-02,3.0,"MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,PEATON,AUTO,PEATON,femenino,,fatal,Sunday
2020-0035,1,2020-08-04,5.0,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,MOTO,PASAJEROS,CONDUCTOR,masculino,40.0,fatal,Tuesday
2020-0036,1,2020-08-07,18.0,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.58778790,PEATON,MOTO,PEATON,masculino,72.0,fatal,Friday
2020-0037,1,2020-08-29,4.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,AUTO,PEATON,masculino,38.0,fatal,Saturday
2020-0038,2,2020-08-30,4.0,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO,AUTO,CONDUCTOR,masculino,46.0,fatal,Sunday
